ID,Raw Reads,Score_Insect,King_Insect,Phy_Insect,Cla_Insect,Ord_Insect,Fam_Insect,Gen_Insect,Spec_Insect,Taxon_Insect,BestID_Eco,SupKing_Eco,King_Eco,Phy_Eco,Cla_Eco,Ord_Eco,Fam_Eco,Gen_Eco,Spec_Eco,Taxon_Eco,PercId_OA_barcodes,Cov_OA_barcodes,PercID_biocode,Cov_biocode,OAtaxon,BioCodePhyla,BioClass,BioOrder,BioFamily,BioGenus,BioSpecies,FinalPhylum,FinalKingdom,PhyKing,Class,Order,Family,Genus,Species,Calcify,TaxaFrequency
OTU_2163,9,1,Metazoa,,,,,,,Protostomia,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2164,3,1,Metazoa,,,,,,,Metazoa,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2165,2,1,,,,,,,,cellular organisms,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2166,2,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2167,10,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2168,2,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2191,6,1,Metazoa,ARTHROPODA,Hexanauplia,,,,,Podoplea,0.996815287,Opisthokonta,Metazoa,ARTHROPODA,Maxillopoda,Cyclopoida,Oithonidae,Oithona,,Oithona,NA,,,,,,,,,,,ARTHROPODA,Metazoa,ARTHROPODA Metazoa,Hexanauplia,Cyclopoida,Oithonidae,Oithona,,No,2
OTU_2169,3,1,,,,,,,,cellular organisms,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2170,3,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2171,4,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2172,5,1,Metazoa,,,,,,,Protostomia,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2173,3,1,,,,,,,,cellular organisms,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2174,13,1,Metazoa,,,,,,,Protostomia,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2175,5,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2176,6,0.999,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2177,8,0.9834,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2178,3,0.9982,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2179,2,1,Metazoa,,,,,,,Metazoa,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_218,2872,0.9963,Metazoa,ARTHROPODA,,,,,,Multicrustacea,,,,,,,,,,,NA,,,,,,,,,,,ARTHROPODA,Metazoa,ARTHROPODA Metazoa,,,,,,UNK,6
OTU_2180,3,1,,,,,,,,cellular organisms,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2181,3,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2182,8,0.993,Metazoa,ARTHROPODA,Hexanauplia,,,,,Podoplea,,,,,,,,,,,NA,,,,,,,,,,,ARTHROPODA,Metazoa,ARTHROPODA Metazoa,Hexanauplia,,,,,No,5
OTU_2183,4,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2184,7,0.9981,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2185,9,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2186,2,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2187,6,0.9328,Metazoa,,,,,,,Protostomia,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2188,7,0.6965,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2189,5,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_219,527,0.9843,Metazoa,PLATYHELMINTHES,,Polycladida,,,,Acotylea,,,,,,,,,,,NA,,,,,,,,,,,PLATYHELMINTHES,Metazoa,PLATYHELMINTHES Metazoa,,Polycladida,,,,No,4
OTU_2190,4,1,Metazoa,ARTHROPODA,Hexanauplia,,,,,Podoplea,,,,,,,,,,,NA,,,,,,,,,,,ARTHROPODA,Metazoa,ARTHROPODA Metazoa,Hexanauplia,,,,,No,5
OTU_2192,5,1,,,,,,,,cellular organisms,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2193,3,1,Metazoa,,,,,,,Metazoa,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2194,5,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2195,3,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2196,5,0.9548,Plantae,RHODOPHYTA,Florideophyceae,,,,,Nemaliophycidae,0.872611465,Archaeplastida,Plantae,RHODOPHYTA,Florideophyceae,,,,,Florideophyceae,NA,,,,,,,,,,,RHODOPHYTA,Plantae,RHODOPHYTA Plantae,Florideophyceae,,,,,UNK,5
OTU_2197,2,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2198,2,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_223,777,0.9998,Metazoa,PORIFERA,Demospongiae,Suberitida,,,,Suberitida,0.923322684,Opisthokonta,Metazoa,,,,,,,Metazoa,100,100,91.026,99,Terpios sp.1 JV-2020,PORIFERA,Demospongiae,Suberitida,Suberitidae,Terpios,,PORIFERA,Metazoa,PORIFERA Metazoa,Demospongiae,Suberitida,Suberitidae,Terpios,Terpios sp.1 JV-2020,No,2
OTU_2199,5,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_22,31143,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_220,873,0.9151,Metazoa,,,,,,,Protostomia,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2200,4,1,Metazoa,ARTHROPODA,,,,,,Arthropoda,,,,,,,,,,,NA,,,,,,,,,,,ARTHROPODA,Metazoa,ARTHROPODA Metazoa,,,,,,UNK,6
OTU_2201,4,1,Stramenopiles,BACILLARIOPHYTA,Bacillariophyceae,,,,,Bacillariophycidae,,,,,,,,,,,NA,,,,,,,,,,,BACILLARIOPHYTA,MicroAlgae,BACILLARIOPHYTA MicroAlgae,Bacillariophyceae,,,,,No,5
OTU_2202,2,1,Chromista,HETEROKONTOPHYTA,Labyrinthulomycetes,,,,,Labyrinthulomycetes,,,,,,,,,,,NA,,,,,,,,,,,HETEROKONTOPHYTA,MicroAlgae,HETEROKONTOPHYTA MicroAlgae,Labyrinthulomycetes,,,,,No,5
OTU_2203,4,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2204,2,0.5482,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2205,2,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2229,2,1,Metazoa,ANNELIDA,Polychaeta,Phyllodocida,Syllidae,Myrianida,,Myrianida,,,,,,,,,,,NA,,,,,,,,,,,ANNELIDA,Metazoa,ANNELIDA Metazoa,Polychaeta,Phyllodocida,Syllidae,Myrianida,,No,2
OTU_24,79074,,,,,,,,,root,0.99044586,Opisthokonta,Metazoa,MOLLUSCA,Gastropoda,Littorinimorpha,Vermetidae,Cupolaconcha,Cupolaconcha meroclista,Cupolaconcha meroclista,NA,,98.71,99,,MOLLUSCA,Gastropoda,Littorinimorpha,Vermetidae,Cupolaconcha ,meroclista,MOLLUSCA,Metazoa,MOLLUSCA Metazoa,Gastropoda,Littorinimorpha,Vermetidae,Cupolaconcha,Cupolanconcha meroclista,Yes,1
OTU_2230,4,1,Hacrobia,HAPTOPHYTA,Haptophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,,Chrysochromulina,,,,,,,,,,,NA,,,,,,,,,,,HAPTOPHYTA,MicroAlgae,HAPTOPHYTA MicroAlgae,Haptophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,,No,2
OTU_2206,6,0.9988,Metazoa,,,,,,,Metazoa,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2207,2,1,Metazoa,,,,,,,Metazoa,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2208,10,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2209,3,1,Metazoa,,,,,,,Metazoa,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_221,610,0.8972,Metazoa,,,,,,,Protostomia,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2210,26,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2211,4,1,,,,,,,,cellular organisms,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2212,8,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2213,3,0.9952,Metazoa,ARTHROPODA,Hexanauplia,Siphonostomatoida,,,,Siphonostomatoida,,,,,,,,,,,NA,,,,,,,,,,,ARTHROPODA,Metazoa,ARTHROPODA Metazoa,Hexanauplia,Siphonostomatoida,,,,No,4
OTU_2214,3,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2215,5,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2216,9,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2217,6,1,,,,,,,,cellular organisms,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2218,4,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2219,2,0.9997,Plantae,RHODOPHYTA,Florideophyceae,,,,,Florideophyceae,0.910543131,Archaeplastida,Plantae,RHODOPHYTA,Florideophyceae,Corallinales,,,,Corallinales,NA,,86.581,100,,RHODOPHYTA,,,,,,RHODOPHYTA,Plantae,RHODOPHYTA Plantae,Florideophyceae,,,,,UNK,5
OTU_2220,5,1,Metazoa,,,,,,,Protostomia,,,,,,,,,,,95.208,100,85.874,86,Gastropoda,MOLLUSCA,,,,,,MOLLUSCA,Metazoa,MOLLUSCA Metazoa,,,,,,No,6
OTU_2221,2,1,Metazoa,,,,,,,Protostomia,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2222,2,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2223,2,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2224,2,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2225,5,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2226,12,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2227,6,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2228,8,0.784,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2231,2,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2232,3,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_140,5822,0.9982,Metazoa,,,,,,,Lophotrochozoa,0.993630573,Opisthokonta,Metazoa,MOLLUSCA,Gastropoda,Littorinimorpha,Vermetidae,Dendropoma,Dendropoma rhyssoconchum,Dendropoma rhyssoconchum,NA,,86.174,99,,MOLLUSCA,,,,,,MOLLUSCA,Metazoa,MOLLUSCA Metazoa,Gastropoda,Littorinimorpha,Vermetidae,Dendropoma,Dendropoma rhyssoconchum,Yes,1
OTU_2233,2,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2234,2,1,Stramenopiles,BACILLARIOPHYTA,Bacillariophyceae,,,,,Bacillariophycidae,0.853125,Chromalveolata,Stramenopiles,BACILLARIOPHYTA,Bacillariophyceae,,,,,Bacillariophyceae,NA,,,,,,,,,,,BACILLARIOPHYTA,MicroAlgae,BACILLARIOPHYTA MicroAlgae,Bacillariophyceae,,,,,No,5
OTU_2235,2,0.9997,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2236,7,0.9421,Metazoa,,,,,,,Protostomia,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2237,3,0.9955,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2238,3,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2239,20,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_224,676,1,Stramenopiles,,,,,,,Stramenopiles,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,MicroAlgae,Unclassified MicroAlgae,,,,,,No,7
OTU_2240,3,0.9999,Metazoa,,,,,,,Metazoa,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2241,11,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2242,3,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2243,3,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2244,2,0.9683,Metazoa,,,,,,,Protostomia,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2245,4,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2246,6,0.9999,Metazoa,,,,,,,Metazoa,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2247,3,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2248,11,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2249,5,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2273,2,0.9999,Metazoa,ARTHROPODA,Hexanauplia,,,,,Podoplea,,,,,,,,,,,NA,,100,100,,ARTHROPODA,Hexanauplia,Harpacticoida,Ameiridae,,,ARTHROPODA,Metazoa,ARTHROPODA Metazoa,Hexanauplia,Harpacticoida,Ameiridae,,,No,3
OTU_225,1027,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2250,2,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2251,2,0.7791,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2252,2,1,Metazoa,,,,,,,Bilateria,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2254,4,1,Metazoa,,,,,,,Protostomia,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2255,4,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2257,4,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2258,6,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2259,5,1,Metazoa,,,,,,,Eumetazoa,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_226,584,0.7918,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2260,5,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2256,4,,Metazoa,PORIFERA,Demospongiae,Dictyoceratida,Irciniidae,,,Irciniidae,0.993610224,Opisthokonta,Metazoa,PORIFERA,Demospongiae,Dictyoceratida,Irciniidae,Ircinia,,Ircinia,98.418,100,94.569,100,Ircinia,PORIFERA,Demospongiae,Dictyoceratida,Irciniidae,Ircinia,,PORIFERA,Metazoa,PORIFERA Metazoa,Demospongiae,Dictyoceratida,Irciniidae,Ircinia,,No,2
OTU_2261,3,1,,,,,,,,cellular organisms,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2262,3,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2263,5,1,Metazoa,,,,,,,Bilateria,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2264,5,0.5706,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2265,2,0.9994,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2266,8,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2267,9,0.9992,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2268,3,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2269,5,1,Metazoa,,,,,,,Metazoa,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_227,524,0.9998,Metazoa,,,,,,,Protostomia,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2270,2,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2271,3,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2272,2,0.9991,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2274,5,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2275,4,0.9928,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2276,10,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2277,3,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2278,3,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2279,8,,,,,,,,,root,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_228,875,1,Metazoa,,,,,,,Bilateria,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_2280,2,0.9994,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2281,2,0.9999,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2282,3,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2283,3,1,,,,,,,,cellular organisms,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2286,7,0.9997,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2287,3,1,,,,,,,,cellular organisms,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2288,11,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2289,2,1,Metazoa,,,,,,,Bilateria,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Metazoa,Unclassified Metazoa,,,,,,No,7
OTU_229,545,0.9996,Metazoa,ANNELIDA,Polychaeta,,,,,Polychaeta,,,,,,,,,,,NA,,95.208,100,,ANNELIDA,Polychaeta,,,,,ANNELIDA,Metazoa,ANNELIDA Metazoa,Polychaeta,,,,,No,5
OTU_2290,3,1,,,,,,,,cellular organisms,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Unclassified,Unclassified Unclassified,,,,,,No,7
OTU_2291,7,1,Stramenopiles,,,,,,,Stramenopiles,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,MicroAlgae,Unclassified MicroAlgae,,,,,,No,7
OTU_2292,6,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
OTU_2293,2,1,,,,,,,,Eukaryota,,,,,,,,,,,NA,,,,,,,,,,,Unclassified,Other_Eukaryota,Unclassified Other_Eukaryota,,,,,,No,7
